Employee ID,Employee Name,Date,Active Start Time ( AM ),Active Screen Time ( in hours ),Active Collaboration Time ( in hours ),Social Time ( in hours ),Percentage of Task Closed,Role,Rating
8,Steve Parker,2023-01-27,08:34,1.8,1.11,1.45,79,Developer,3
8,Steve Parker,2023-01-28,08:39,5.18,1.23,0.86,75,Developer,3
8,Steve Parker,2023-01-29,09:55,4.24,1.14,0.65,78,Developer,4
8,Steve Parker,2023-01-30,08:23,4.09,1.73,0.44,66,Developer,4
8,Steve Parker,2023-01-31,08:36,4.56,1.51,1.06,75,Developer,3
8,Steve Parker,2023-02-01,08:12,2.13,1.23,1.76,70,Developer,3
8,Steve Parker,2023-02-02,09:28,5.65,1.29,0.24,61,Developer,3
8,Steve Parker,2023-02-03,08:57,5.78,1.0,0.03,70,Developer,2
8,Steve Parker,2023-02-04,08:49,4.93,1.15,1.62,71,Developer,4
8,Steve Parker,2023-02-05,09:35,5.1,1.91,0.78,61,Developer,2
8,Steve Parker,2023-02-06,09:50,5.0,1.91,1.74,65,Developer,2
8,Steve Parker,2023-02-07,08:08,4.32,1.08,0.0,61,Developer,2
8,Steve Parker,2023-02-08,08:38,2.36,1.5,0.31,82,Developer,2
8,Steve Parker,2023-02-09,08:49,5.31,1.16,1.16,92,Developer,1
8,Steve Parker,2023-02-10,08:28,4.54,1.65,1.37,70,Developer,1
8,Steve Parker,2023-02-11,08:25,3.87,1.45,1.09,67,Developer,1
8,Steve Parker,2023-02-12,09:33,2.3899999999999997,1.21,0.4,76,Developer,3
8,Steve Parker,2023-02-13,08:49,3.2,1.88,0.72,60,Developer,3
8,Steve Parker,2023-02-14,09:56,2.74,1.33,0.43,69,Developer,4
8,Steve Parker,2023-02-15,09:19,2.51,1.58,0.71,60,Developer,2
8,Steve Parker,2023-02-16,09:23,5.9,1.79,1.18,66,Developer,3
8,Steve Parker,2023-02-17,09:39,2.67,1.66,0.38,75,Developer,4
8,Steve Parker,2023-02-18,08:42,4.01,1.98,1.06,71,Developer,1
8,Steve Parker,2023-02-19,09:32,2.24,1.54,0.7,76,Developer,2
8,Steve Parker,2023-02-20,08:28,2.55,1.34,0.54,91,Developer,1
8,Steve Parker,2023-02-21,09:06,2.67,1.32,0.66,72,Developer,2
8,Steve Parker,2023-02-22,08:46,4.37,1.14,0.31,74,Developer,2
8,Steve Parker,2023-02-23,09:47,5.16,1.16,1.86,99,Developer,2
8,Steve Parker,2023-02-24,09:50,3.47,1.6,0.86,72,Developer,4
8,Steve Parker,2023-02-25,09:20,2.11,1.85,0.86,78,Developer,1
8,Steve Parker,2023-02-26,09:26,5.98,1.98,0.6,86,Developer,2
8,Steve Parker,2023-02-27,08:24,4.06,1.36,1.17,82,Developer,4
8,Steve Parker,2023-02-28,09:38,4.8,1.09,0.21,82,Developer,2
8,Steve Parker,2023-03-01,08:14,2.05,1.13,1.26,84,Developer,3
8,Steve Parker,2023-03-02,09:35,2.55,1.24,1.92,70,Developer,1
8,Steve Parker,2023-03-03,09:09,2.28,1.36,0.9,88,Developer,2
8,Steve Parker,2023-03-04,09:35,5.57,1.42,0.5,75,Developer,1
8,Steve Parker,2023-03-05,09:17,5.19,1.49,1.87,66,Developer,1
8,Steve Parker,2023-03-06,09:22,1.73,1.26,1.01,66,Developer,3
8,Steve Parker,2023-03-07,08:48,2.03,1.68,0.29,96,Developer,2
8,Steve Parker,2023-03-08,08:12,2.87,1.04,1.08,88,Developer,4
8,Steve Parker,2023-03-09,08:07,4.38,1.11,0.64,67,Developer,4
8,Steve Parker,2023-03-10,09:17,2.21,1.31,0.48,62,Developer,4
8,Steve Parker,2023-03-11,09:02,4.84,1.11,1.22,78,Developer,3
8,Steve Parker,2023-03-12,08:36,1.41,1.78,1.64,86,Developer,1
8,Steve Parker,2023-03-13,08:21,3.77,1.2,0.45,64,Developer,3
8,Steve Parker,2023-03-14,08:37,4.85,1.72,0.91,85,Developer,3
8,Steve Parker,2023-03-15,08:35,2.54,1.03,0.73,66,Developer,4
8,Steve Parker,2023-03-16,08:06,3.84,2.0,0.42,94,Developer,3
8,Steve Parker,2023-03-17,08:16,3.72,1.04,1.09,61,Developer,2
8,Steve Parker,2023-03-18,09:04,4.46,1.99,0.95,81,Developer,4
8,Steve Parker,2023-03-19,09:21,1.1599999999999997,1.39,1.45,86,Developer,3
8,Steve Parker,2023-03-20,08:33,4.55,1.89,1.25,96,Developer,1
8,Steve Parker,2023-03-21,09:44,4.05,1.83,0.07,90,Developer,4
8,Steve Parker,2023-03-22,09:57,2.23,1.51,1.92,63,Developer,3
8,Steve Parker,2023-03-23,08:08,1.59,1.89,1.73,78,Developer,1
8,Steve Parker,2023-03-24,08:09,4.89,1.85,1.97,93,Developer,1
8,Steve Parker,2023-03-25,09:21,3.71,1.48,0.23,72,Developer,4
8,Steve Parker,2023-03-26,09:21,2.52,1.89,1.8,83,Developer,1
8,Steve Parker,2023-03-27,08:56,3.45,1.02,0.73,98,Developer,3
8,Steve Parker,2023-03-28,09:03,1.07,1.88,1.75,80,Developer,2
8,Steve Parker,2023-03-29,08:44,4.44,1.35,1.44,91,Developer,1
8,Steve Parker,2023-03-30,08:04,5.85,1.43,1.12,74,Developer,1
8,Steve Parker,2023-03-31,08:01,5.2,1.34,1.52,63,Developer,4
9,Steve Parker,2023-01-01,08:12,3.16,1.71,0.88,63,Designer,2
9,Steve Parker,2023-01-02,08:00,3.08,1.15,1.53,89,Designer,4
9,Steve Parker,2023-01-03,08:01,4.66,1.48,1.31,75,Designer,4
9,Steve Parker,2023-01-04,08:38,3.21,1.86,0.5,70,Designer,2
9,Steve Parker,2023-01-05,08:15,4.76,1.35,1.0,77,Designer,1
9,Steve Parker,2023-01-06,08:40,3.09,1.46,1.57,86,Designer,1
9,Steve Parker,2023-01-07,09:32,3.76,1.97,1.79,83,Designer,3
9,Steve Parker,2023-01-08,09:58,5.98,1.43,0.73,76,Designer,4
9,Steve Parker,2023-01-09,09:43,1.42,1.68,1.06,67,Designer,2
9,Steve Parker,2023-01-10,09:03,1.91,1.91,1.07,81,Designer,3
9,Steve Parker,2023-01-11,09:08,5.38,1.62,1.55,62,Designer,2
9,Steve Parker,2023-01-12,09:33,3.41,1.87,0.29,67,Designer,3
9,Steve Parker,2023-01-13,08:19,1.32,1.96,0.94,71,Designer,3
9,Steve Parker,2023-01-14,09:13,1.4,1.74,1.62,88,Designer,3
9,Steve Parker,2023-01-15,08:16,3.28,1.02,0.14,96,Designer,3
9,Steve Parker,2023-01-16,09:56,1.8,1.91,0.81,66,Designer,4
9,Steve Parker,2023-01-17,09:49,1.92,1.22,1.93,77,Designer,2
9,Steve Parker,2023-01-18,08:31,3.03,1.39,0.76,92,Designer,2
9,Steve Parker,2023-01-19,09:47,2.84,1.31,1.79,61,Designer,1
9,Steve Parker,2023-01-20,08:47,1.59,1.95,1.69,68,Designer,3
9,Steve Parker,2023-01-21,09:21,4.71,1.4,0.42,80,Designer,3
9,Steve Parker,2023-01-22,09:41,3.93,1.58,1.41,64,Designer,1
9,Steve Parker,2023-01-23,08:09,5.74,1.47,1.22,75,Designer,2
9,Steve Parker,2023-01-24,09:01,3.95,1.31,1.37,86,Designer,4
9,Steve Parker,2023-01-25,08:49,3.92,1.71,0.16,92,Designer,1
9,Steve Parker,2023-01-26,09:14,4.96,1.71,1.24,73,Designer,3
9,Steve Parker,2023-01-27,09:01,3.44,1.87,1.52,93,Designer,4
9,Steve Parker,2023-01-28,09:47,3.19,1.69,1.94,96,Designer,4
9,Steve Parker,2023-01-29,09:57,4.1,1.76,0.41,80,Designer,3
9,Steve Parker,2023-01-30,09:06,3.77,1.46,0.87,62,Designer,4
9,Steve Parker,2023-01-31,08:36,2.44,1.29,0.84,64,Designer,2
9,Steve Parker,2023-02-01,08:58,3.72,1.31,0.55,98,Designer,1
9,Steve Parker,2023-02-02,09:06,3.93,1.7,1.69,63,Designer,1
9,Steve Parker,2023-02-03,09:19,4.61,1.76,0.39,83,Designer,2
9,Steve Parker,2023-02-04,09:34,2.64,1.15,0.21,98,Designer,3
9,Steve Parker,2023-02-05,08:38,1.22,1.78,1.08,79,Designer,4
9,Steve Parker,2023-02-06,09:46,5.65,1.6,1.04,81,Designer,2
9,Steve Parker,2023-02-07,08:35,2.1,1.07,1.19,77,Designer,2
9,Steve Parker,2023-02-08,08:42,3.6,1.75,0.44,69,Designer,1
9,Steve Parker,2023-02-09,08:20,2.0199999999999996,1.3,0.68,81,Designer,3
9,Steve Parker,2023-02-10,09:44,3.15,1.0,0.03,96,Designer,4
9,Steve Parker,2023-02-11,08:45,3.41,1.56,1.15,93,Designer,1
9,Steve Parker,2023-02-12,09:33,3.16,1.12,1.37,74,Designer,3
9,Steve Parker,2023-02-13,09:51,5.21,1.65,0.96,75,Designer,3
9,Steve Parker,2023-02-14,09:24,4.03,1.38,0.02,77,Designer,1
9,Steve Parker,2023-02-15,08:35,1.16,1.2,1.7,60,Designer,2
9,Steve Parker,2023-02-16,09:51,3.77,1.82,0.86,70,Designer,1
9,Steve Parker,2023-02-17,08:20,2.2700000000000005,1.47,0.26,75,Designer,1
9,Steve Parker,2023-02-18,08:53,2.94,1.43,1.75,77,Designer,1
9,Steve Parker,2023-02-19,09:34,3.59,1.64,0.33,66,Designer,4
9,Steve Parker,2023-02-20,09:56,3.77,1.65,0.97,97,Designer,3
9,Steve Parker,2023-02-21,08:29,4.17,1.02,2.0,84,Designer,4
9,Steve Parker,2023-02-22,08:17,2.64,1.64,1.44,99,Designer,2
9,Steve Parker,2023-02-23,09:48,1.58,1.78,1.32,99,Designer,2
9,Steve Parker,2023-02-24,08:50,4.71,1.76,0.13,74,Designer,1
9,Steve Parker,2023-02-25,09:11,5.11,1.06,1.15,75,Designer,2
9,Steve Parker,2023-02-26,09:12,3.71,1.63,0.87,66,Designer,2
9,Steve Parker,2023-02-27,08:40,1.28,1.65,1.2,85,Designer,3
9,Steve Parker,2023-02-28,08:37,2.71,1.98,0.31,67,Designer,2
9,Steve Parker,2023-03-01,08:50,5.13,1.84,1.81,77,Designer,4
9,Steve Parker,2023-03-02,09:57,5.6,1.59,0.97,72,Designer,1
9,Steve Parker,2023-03-03,09:54,5.35,1.66,0.02,84,Designer,2
9,Steve Parker,2023-03-04,09:02,2.6799999999999997,1.1,0.22,84,Designer,3
9,Steve Parker,2023-03-05,08:44,4.33,1.36,1.44,100,Designer,2
9,Steve Parker,2023-03-06,08:49,1.37,1.3,1.38,63,Designer,2
9,Steve Parker,2023-03-07,08:37,3.51,1.64,0.26,99,Designer,1
9,Steve Parker,2023-03-08,09:48,1.92,1.71,1.33,60,Designer,3
9,Steve Parker,2023-03-09,09:58,5.39,1.53,0.06,75,Designer,1
9,Steve Parker,2023-03-10,09:29,1.82,1.63,1.98,94,Designer,3
9,Steve Parker,2023-03-11,09:29,5.79,1.94,1.18,99,Designer,3
9,Steve Parker,2023-03-12,08:32,3.29,1.05,0.09,66,Designer,3
9,Steve Parker,2023-03-13,08:57,4.56,1.47,1.21,75,Designer,2
9,Steve Parker,2023-03-14,08:27,5.67,1.76,1.14,72,Designer,2
9,Steve Parker,2023-03-15,09:41,3.73,1.43,0.23,87,Designer,2
9,Steve Parker,2023-03-16,09:54,3.67,1.11,0.8,95,Designer,2
9,Steve Parker,2023-03-17,08:53,2.07,1.14,0.79,72,Designer,3
9,Steve Parker,2023-03-18,09:23,3.24,1.04,0.82,61,Designer,3
9,Steve Parker,2023-03-19,08:01,5.86,1.92,1.82,65,Designer,1
9,Steve Parker,2023-03-20,08:18,4.86,1.82,1.33,95,Designer,2
9,Steve Parker,2023-03-21,09:06,2.22,1.02,1.71,77,Designer,2
9,Steve Parker,2023-03-22,09:48,1.8100000000000005,1.01,1.18,83,Designer,2
9,Steve Parker,2023-03-23,09:18,2.69,1.0,1.65,63,Designer,3
9,Steve Parker,2023-03-24,08:15,4.92,1.43,0.8,64,Designer,2
9,Steve Parker,2023-03-25,08:12,4.53,1.69,0.6,91,Designer,1
9,Steve Parker,2023-03-26,08:18,2.93,1.48,1.92,60,Designer,4
9,Steve Parker,2023-03-27,09:00,5.34,1.26,0.25,96,Designer,4
9,Steve Parker,2023-03-28,09:10,3.41,1.35,0.04,90,Designer,4
9,Steve Parker,2023-03-29,09:39,5.1,1.06,1.81,66,Designer,1
9,Steve Parker,2023-03-30,09:43,1.3900000000000003,1.91,0.7,95,Designer,4
9,Steve Parker,2023-03-31,08:31,1.73,1.3,0.97,80,Designer,2
10,Lisa Green,2023-01-01,09:24,5.22,1.74,1.64,93,Developer,3
10,Lisa Green,2023-01-02,08:40,1.7400000000000004,1.42,0.84,66,Developer,4
10,Lisa Green,2023-01-03,08:23,4.31,1.45,1.9,83,Developer,1
10,Lisa Green,2023-01-04,09:04,2.61,1.65,0.64,98,Developer,3
10,Lisa Green,2023-01-05,09:33,2.33,1.37,0.3,99,Developer,3
10,Lisa Green,2023-01-06,08:42,2.0999999999999996,1.51,0.39,82,Developer,2
10,Lisa Green,2023-01-07,09:48,5.91,1.87,0.26,92,Developer,1
10,Lisa Green,2023-01-08,09:37,3.06,1.03,1.81,63,Developer,2
10,Lisa Green,2023-01-09,09:24,4.04,1.34,0.79,90,Developer,2
10,Lisa Green,2023-01-10,08:50,2.01,1.56,0.43,80,Developer,4
10,Lisa Green,2023-01-11,09:32,5.01,1.88,0.13,91,Developer,1
10,Lisa Green,2023-01-12,08:36,2.68,1.67,1.04,61,Developer,3
10,Lisa Green,2023-01-13,09:17,3.65,1.04,1.45,85,Developer,4
10,Lisa Green,2023-01-14,09:03,1.89,1.84,0.62,68,Developer,4
10,Lisa Green,2023-01-15,08:56,1.23,1.2,1.98,64,Developer,3
10,Lisa Green,2023-01-16,08:33,2.0,1.59,1.02,99,Developer,2
10,Lisa Green,2023-01-17,09:43,3.99,1.08,0.92,86,Developer,1
10,Lisa Green,2023-01-18,09:48,3.99,1.89,0.88,75,Developer,2
10,Lisa Green,2023-01-19,08:47,4.84,1.03,0.4,69,Developer,3
10,Lisa Green,2023-01-20,09:06,5.78,1.72,0.14,71,Developer,4
10,Lisa Green,2023-01-21,09:18,2.28,1.44,0.35,72,Developer,1
10,Lisa Green,2023-01-22,09:25,5.94,1.6,0.56,77,Developer,1
10,Lisa Green,2023-01-23,09:22,5.08,1.71,0.9,60,Developer,2
10,Lisa Green,2023-01-24,08:26,4.4,1.03,0.6,99,Developer,4
10,Lisa Green,2023-01-25,09:30,5.73,1.76,1.41,83,Developer,2
10,Lisa Green,2023-01-26,09:11,5.24,1.08,1.63,98,Developer,3
10,Lisa Green,2023-01-27,09:01,4.0,1.26,0.81,83,Developer,3
10,Lisa Green,2023-01-28,09:49,5.12,1.91,1.85,69,Developer,4
10,Lisa Green,2023-01-29,09:53,2.27,1.01,1.37,94,Developer,4
10,Lisa Green,2023-01-30,08:44,3.23,1.95,0.2,69,Developer,3
10,Lisa Green,2023-01-31,08:01,3.02,1.42,1.75,97,Developer,4
10,Lisa Green,2023-02-01,08:01,2.96,1.41,0.78,83,Developer,2
10,Lisa Green,2023-02-02,08:14,2.69,1.34,1.31,100,Developer,3
10,Lisa Green,2023-02-03,09:22,1.59,1.48,1.8,95,Developer,1
10,Lisa Green,2023-02-04,09:51,4.52,1.18,0.31,92,Developer,2
10,Lisa Green,2023-02-05,08:57,5.65,1.71,0.27,84,Developer,3
10,Lisa Green,2023-02-06,09:02,5.45,1.78,0.6,75,Developer,3
10,Lisa Green,2023-02-07,08:11,6.0,1.13,1.18,90,Developer,3
10,Lisa Green,2023-02-08,08:46,3.61,1.71,0.02,76,Developer,3
10,Lisa Green,2023-02-09,09:27,5.08,1.04,1.43,81,Developer,2
10,Lisa Green,2023-02-10,09:59,5.57,1.52,0.06,73,Developer,1
10,Lisa Green,2023-02-11,09:00,4.17,1.25,0.96,87,Developer,3
10,Lisa Green,2023-02-12,08:10,2.6999999999999997,1.02,0.28,76,Developer,3
10,Lisa Green,2023-02-13,08:37,1.5,1.2,1.5,98,Developer,4
10,Lisa Green,2023-02-14,09:28,2.16,1.06,1.98,65,Developer,3
10,Lisa Green,2023-02-15,09:33,3.53,1.11,1.41,63,Developer,3
10,Lisa Green,2023-02-16,09:54,4.42,1.87,1.14,93,Developer,1
10,Lisa Green,2023-02-17,09:23,5.58,1.17,0.45,84,Developer,2
10,Lisa Green,2023-02-18,08:24,5.51,1.15,1.9,86,Developer,3
10,Lisa Green,2023-02-19,08:21,2.42,1.05,1.6,79,Developer,1
10,Lisa Green,2023-02-20,09:35,4.44,1.9,1.9,66,Developer,1
10,Lisa Green,2023-02-21,09:13,2.27,1.5,0.23,78,Developer,3
10,Lisa Green,2023-02-22,08:38,2.34,1.53,0.55,68,Developer,4
10,Lisa Green,2023-02-23,08:47,4.21,1.69,1.1,60,Developer,2
10,Lisa Green,2023-02-24,09:46,1.56,1.98,1.37,75,Developer,3
10,Lisa Green,2023-02-25,09:57,5.37,1.92,0.83,93,Developer,4
10,Lisa Green,2023-02-26,09:43,3.19,1.03,1.21,85,Developer,2
10,Lisa Green,2023-02-27,09:58,5.53,1.05,1.53,95,Developer,3
10,Lisa Green,2023-02-28,09:40,2.67,1.81,0.41,75,Developer,2
10,Lisa Green,2023-03-01,08:28,2.43,1.91,1.12,68,Developer,2
10,Lisa Green,2023-03-02,09:02,4.42,1.68,1.3,81,Developer,1
10,Lisa Green,2023-03-03,08:45,3.0,1.11,0.13,94,Developer,2
10,Lisa Green,2023-03-04,09:14,2.2,1.17,1.23,96,Developer,3
10,Lisa Green,2023-03-05,09:59,5.72,1.38,1.45,75,Developer,3
10,Lisa Green,2023-03-06,08:06,2.74,1.54,0.06,92,Developer,3
10,Lisa Green,2023-03-07,08:11,2.78,1.78,1.44,88,Developer,1
10,Lisa Green,2023-03-08,09:50,4.89,1.39,1.29,61,Developer,1
10,Lisa Green,2023-03-09,09:40,4.41,1.29,0.7,79,Developer,1
10,Lisa Green,2023-03-10,08:53,1.31,1.36,1.55,66,Developer,1
10,Lisa Green,2023-03-11,08:07,3.23,1.08,1.64,84,Developer,1
10,Lisa Green,2023-03-12,09:50,3.19,1.49,0.71,79,Developer,2
10,Lisa Green,2023-03-13,09:25,5.92,1.06,0.01,78,Developer,3
10,Lisa Green,2023-03-14,08:38,1.69,1.9,1.96,69,Developer,3
10,Lisa Green,2023-03-15,08:18,4.82,1.48,1.76,98,Developer,4
10,Lisa Green,2023-03-16,08:50,4.99,1.53,1.86,76,Developer,1
10,Lisa Green,2023-03-17,08:55,4.11,1.22,0.54,63,Developer,1
10,Lisa Green,2023-03-18,08:37,5.25,1.55,0.69,93,Developer,2
10,Lisa Green,2023-03-19,09:09,5.73,1.48,0.45,83,Developer,4
10,Lisa Green,2023-03-20,09:20,1.05,1.85,1.74,82,Developer,4
10,Lisa Green,2023-03-21,08:37,5.37,1.87,1.2,66,Developer,2
10,Lisa Green,2023-03-22,09:13,5.04,1.82,0.99,82,Developer,4
10,Lisa Green,2023-03-23,09:43,1.82,1.48,0.7,69,Developer,3
10,Lisa Green,2023-03-24,08:16,3.2,1.39,1.85,76,Developer,3
10,Lisa Green,2023-03-25,09:10,4.99,1.04,0.8,77,Developer,4
10,Lisa Green,2023-03-26,09:25,4.16,1.93,1.25,98,Developer,1
10,Lisa Green,2023-03-27,09:36,1.3900000000000001,1.48,1.13,77,Developer,1
10,Lisa Green,2023-03-28,09:51,2.88,1.77,1.41,71,Developer,4
10,Lisa Green,2023-03-29,08:31,4.28,1.91,1.96,70,Developer,1
10,Lisa Green,2023-03-30,08:38,2.15,1.06,1.74,68,Developer,1
10,Lisa Green,2023-03-31,08:12,4.13,1.87,0.49,95,Developer,4
11,John Doe,2023-01-01,08:08,4.1,1.01,0.02,82,Marketing Specialist,3
11,John Doe,2023-01-02,08:41,3.97,1.67,1.53,78,Marketing Specialist,3
11,John Doe,2023-01-03,09:08,3.45,1.44,1.17,97,Marketing Specialist,2
11,John Doe,2023-01-04,08:18,3.68,1.31,0.34,97,Marketing Specialist,3
11,John Doe,2023-01-05,08:06,5.95,1.19,0.12,79,Marketing Specialist,4
11,John Doe,2023-01-06,08:07,2.4,1.6,0.48,82,Marketing Specialist,1
11,John Doe,2023-01-07,09:39,2.79,1.21,1.3,99,Marketing Specialist,3
11,John Doe,2023-01-08,08:23,5.67,1.31,0.2,67,Marketing Specialist,4
11,John Doe,2023-01-09,08:41,4.11,1.38,0.07,86,Marketing Specialist,2
11,John Doe,2023-01-10,08:17,2.38,1.38,0.24,86,Marketing Specialist,4
11,John Doe,2023-01-11,08:39,5.19,1.87,1.45,61,Marketing Specialist,3
11,John Doe,2023-01-12,09:13,2.49,1.2,0.49,73,Marketing Specialist,4
11,John Doe,2023-01-13,09:37,4.49,1.78,1.46,68,Marketing Specialist,1
11,John Doe,2023-01-14,08:30,5.65,1.86,1.15,88,Marketing Specialist,2
11,John Doe,2023-01-15,08:25,2.96,1.9,0.18,100,Marketing Specialist,3
11,John Doe,2023-01-16,09:13,4.59,1.71,0.77,82,Marketing Specialist,2
11,John Doe,2023-01-17,08:33,2.39,1.97,1.55,66,Marketing Specialist,2
11,John Doe,2023-01-18,08:22,5.41,1.81,0.95,84,Marketing Specialist,1
11,John Doe,2023-01-19,08:02,2.37,1.82,0.41,91,Marketing Specialist,4
11,John Doe,2023-01-20,08:48,5.06,1.17,0.36,87,Marketing Specialist,1
11,John Doe,2023-01-21,09:48,2.42,1.21,0.37,60,Marketing Specialist,1
11,John Doe,2023-01-22,08:49,1.52,1.42,1.78,68,Marketing Specialist,3
11,John Doe,2023-01-23,08:57,5.19,1.8,0.24,82,Marketing Specialist,2
11,John Doe,2023-01-24,09:24,3.88,1.46,1.11,68,Marketing Specialist,2
11,John Doe,2023-01-25,08:00,1.52,1.81,0.67,100,Marketing Specialist,2
11,John Doe,2023-01-26,08:05,4.07,1.28,0.34,62,Marketing Specialist,1
11,John Doe,2023-01-27,09:02,1.1900000000000002,1.41,1.4,70,Marketing Specialist,2
11,John Doe,2023-01-28,09:53,2.33,1.42,1.91,91,Marketing Specialist,1
11,John Doe,2023-01-29,08:09,5.49,1.42,1.29,98,Marketing Specialist,4
11,John Doe,2023-01-30,09:53,1.39,1.74,1.5,80,Marketing Specialist,4
11,John Doe,2023-01-31,08:47,3.59,1.37,0.24,85,Marketing Specialist,2
11,John Doe,2023-02-01,08:05,4.79,1.43,1.31,89,Marketing Specialist,3
11,John Doe,2023-02-02,08:43,2.7,1.11,0.72,70,Marketing Specialist,3
11,John Doe,2023-02-03,08:25,1.62,1.18,1.96,71,Marketing Specialist,2
11,John Doe,2023-02-04,09:22,2.58,1.4,0.02,67,Marketing Specialist,2
11,John Doe,2023-02-05,09:12,4.97,1.42,1.58,89,Marketing Specialist,3
11,John Doe,2023-02-06,08:39,4.23,1.26,0.15,94,Marketing Specialist,3
11,John Doe,2023-02-07,09:21,5.64,1.8,1.72,70,Marketing Specialist,3
11,John Doe,2023-02-08,09:04,3.19,1.15,0.77,89,Marketing Specialist,2
11,John Doe,2023-02-09,08:32,2.22,1.51,1.3,96,Marketing Specialist,2
11,John Doe,2023-02-10,09:09,3.99,1.55,0.83,61,Marketing Specialist,2
11,John Doe,2023-02-11,09:29,3.04,1.17,0.7,62,Marketing Specialist,3
11,John Doe,2023-02-12,09:48,1.7799999999999996,1.62,0.6,91,Marketing Specialist,3
11,John Doe,2023-02-13,08:53,5.94,1.59,0.38,74,Marketing Specialist,1
11,John Doe,2023-02-14,09:37,2.4099999999999997,1.33,0.26,75,Marketing Specialist,1
11,John Doe,2023-02-15,09:43,3.46,1.07,1.6,90,Marketing Specialist,4
11,John Doe,2023-02-16,09:49,4.67,1.86,0.44,94,Marketing Specialist,3
11,John Doe,2023-02-17,08:25,3.68,1.98,1.44,87,Marketing Specialist,3
11,John Doe,2023-02-18,08:52,4.19,1.85,0.6,76,Marketing Specialist,1
11,John Doe,2023-02-19,08:20,4.93,1.08,1.71,77,Marketing Specialist,4
11,John Doe,2023-02-20,08:19,4.98,1.38,0.49,98,Marketing Specialist,2
11,John Doe,2023-02-21,08:18,2.58,1.29,0.13,69,Marketing Specialist,2
11,John Doe,2023-02-22,09:51,1.18,1.4,1.91,84,Marketing Specialist,3
11,John Doe,2023-02-23,09:38,4.18,1.76,1.08,92,Marketing Specialist,3
11,John Doe,2023-02-24,09:16,2.99,1.02,0.46,95,Marketing Specialist,3
11,John Doe,2023-02-25,08:38,3.69,1.91,0.36,91,Marketing Specialist,2
11,John Doe,2023-02-26,09:02,1.95,1.5,0.91,65,Marketing Specialist,1
11,John Doe,2023-02-27,09:29,6.0,1.48,1.7,61,Marketing Specialist,2
11,John Doe,2023-02-28,09:29,5.18,1.41,0.98,79,Marketing Specialist,1
11,John Doe,2023-03-01,08:12,2.45,1.49,0.06,85,Marketing Specialist,3
11,John Doe,2023-03-02,08:47,2.2800000000000002,1.69,0.03,71,Marketing Specialist,2
11,John Doe,2023-03-03,09:06,2.49,1.07,0.62,73,Marketing Specialist,4
11,John Doe,2023-03-04,09:23,5.17,1.61,1.79,95,Marketing Specialist,2
11,John Doe,2023-03-05,09:18,1.54,1.62,1.65,95,Marketing Specialist,2
11,John Doe,2023-03-06,08:19,5.9,1.8,1.52,84,Marketing Specialist,1
11,John Doe,2023-03-07,09:07,1.89,1.43,1.63,74,Marketing Specialist,1
11,John Doe,2023-03-08,08:34,3.16,1.16,0.26,90,Marketing Specialist,3
11,John Doe,2023-03-09,08:00,5.3,1.14,0.72,71,Marketing Specialist,4
11,John Doe,2023-03-10,09:54,3.17,1.71,0.65,65,Marketing Specialist,4
11,John Doe,2023-03-11,09:15,2.16,1.47,0.98,85,Marketing Specialist,2
11,John Doe,2023-03-12,08:33,3.64,1.05,1.66,66,Marketing Specialist,1
11,John Doe,2023-03-13,08:50,4.48,1.07,0.26,78,Marketing Specialist,2
11,John Doe,2023-03-14,09:39,2.17,1.12,1.8,95,Marketing Specialist,4
11,John Doe,2023-03-15,08:50,4.78,1.86,0.42,62,Marketing Specialist,1
11,John Doe,2023-03-16,08:58,5.64,1.88,1.79,97,Marketing Specialist,4
11,John Doe,2023-03-17,09:19,4.06,1.32,1.25,90,Marketing Specialist,3
11,John Doe,2023-03-18,09:58,3.13,1.12,0.92,76,Marketing Specialist,2
11,John Doe,2023-03-19,09:13,4.09,1.15,1.0,88,Marketing Specialist,3
11,John Doe,2023-03-20,08:37,5.87,1.57,1.0,79,Marketing Specialist,1
11,John Doe,2023-03-21,08:13,5.46,1.96,1.19,73,Marketing Specialist,4
11,John Doe,2023-03-22,09:00,2.64,1.72,0.13,64,Marketing Specialist,2
11,John Doe,2023-03-23,09:37,1.7000000000000002,1.01,1.29,67,Marketing Specialist,1
11,John Doe,2023-03-24,09:31,3.01,1.08,1.96,87,Marketing Specialist,1
11,John Doe,2023-03-25,09:23,3.28,1.85,1.49,84,Marketing Specialist,2
11,John Doe,2023-03-26,08:04,5.91,1.46,0.78,62,Marketing Specialist,1
11,John Doe,2023-03-27,08:37,4.99,1.4,0.93,66,Marketing Specialist,4
11,John Doe,2023-03-28,09:37,2.42,1.37,0.53,85,Marketing Specialist,1
11,John Doe,2023-03-29,09:48,5.55,1.35,0.59,69,Marketing Specialist,3
11,John Doe,2023-03-30,08:29,5.68,1.72,1.94,70,Marketing Specialist,4
11,John Doe,2023-03-31,09:11,5.98,1.31,0.03,68,Marketing Specialist,1
12,Rachel Chen,2023-01-01,09:39,4.9,1.4,1.69,91,Marketing Specialist,1
12,Rachel Chen,2023-01-02,09:49,2.36,1.34,1.05,92,Marketing Specialist,1
12,Rachel Chen,2023-01-03,09:10,1.27,1.57,1.16,96,Marketing Specialist,4
12,Rachel Chen,2023-01-04,08:23,5.25,1.89,1.89,94,Marketing Specialist,1
